Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-22 00:03:13.479,    0.311,TCP  ,EXT_SERVER,5900,19350_35,55631,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:03:17.510,    0.000,TCP  ,19398_120,28873,EXT_SERVER,23,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:03:17.510,    0.000,TCP  ,EXT_SERVER,23,19398_120,28873,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:03:06.089,   12.922,TCP  ,18851_139,60216,EXT_SERVER,22,      16,    2545,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:03:06.089,   12.922,TCP  ,EXT_SERVER,22,18851_139,60216,      23,    3561,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:00:19.504,   12.776,TCP  ,10006_27,34863,EXT_SERVER,22,      17,    2291,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:00:19.504,   12.776,TCP  ,EXT_SERVER,22,10006_27,34863,      20,    5001,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:03:48.240,    0.000,TCP  ,19399_136,20774,EXT_SERVER,7547,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:03:48.240,    0.000,TCP  ,EXT_SERVER,7547,19399_136,20774,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:04:32.843,    0.000,TCP  ,19400_108,54880,EXT_SERVER,23,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:04:32.843,    0.000,TCP  ,EXT_SERVER,23,19400_108,54880,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:04:39.011,    0.000,TCP  ,10173_119,50311,EXT_SERVER,990,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:04:39.011,    0.000,TCP  ,EXT_SERVER,990,10173_119,50311,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:01:40.060,    0.087,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60752,       7,     561,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.060,    0.087,TCP  ,OPENSTACK_NET,60752,EXT_SERVER,8000,       6,     589,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.063,    0.110,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60753,       7,    1725,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.063,    0.110,TCP  ,OPENSTACK_NET,60753,EXT_SERVER,8000,       6,     579,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.063,    0.097,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60754,       7,     702,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.063,    0.097,TCP  ,OPENSTACK_NET,60754,EXT_SERVER,8000,       6,     586,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.065,    0.089,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60755,       7,     556,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.065,    0.089,TCP  ,OPENSTACK_NET,60755,EXT_SERVER,8000,       6,     515,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.551,    0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51125,       7,     702,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.551,    0.052,TCP  ,OPENSTACK_NET,51125,EXT_SERVER,8000,       6,     586,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.551,    0.042,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51126,       7,     556,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.551,    0.042,TCP  ,OPENSTACK_NET,51126,EXT_SERVER,8000,       6,     515,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.597,    0.051,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51127,       7,     561,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.597,    0.051,TCP  ,OPENSTACK_NET,51127,EXT_SERVER,8000,       6,     589,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:04:40.519,    0.000,TCP  ,19401_192,1286,EXT_SERVER,7547,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:04:40.519,    0.000,TCP  ,EXT_SERVER,7547,19401_192,1286,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:01:41.889,    0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60756,       7,     639,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:41.889,    0.053,TCP  ,OPENSTACK_NET,60756,EXT_SERVER,8000,       6,     614,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.603,    2.253,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51128,       7,     639,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:01:40.603,    2.253,TCP  ,OPENSTACK_NET,51128,EXT_SERVER,8000,       6,     614,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:04:58.004,   14.191,TCP  ,18851_139,35158,EXT_SERVER,22,      17,    2525,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:04:58.004,   14.191,TCP  ,EXT_SERVER,22,18851_139,35158,      27,    3814,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:05:20.911,    0.000,TCP  ,19402_228,34481,EXT_SERVER,23,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:05:20.911,    0.000,TCP  ,EXT_SERVER,23,19402_228,34481,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:05:26.202,    0.000,TCP  ,19403_42,3061,EXT_SERVER,23,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:05:26.202,    0.000,TCP  ,EXT_SERVER,23,19403_42,3061,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:02:11.120,   16.721,TCP  ,18851_139,17540,EXT_SERVER,22,      15,    2175,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:02:11.120,   16.721,TCP  ,EXT_SERVER,22,18851_139,17540,      25,    6505,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:02:24.230,   17.656,TCP  ,10006_27,59874,EXT_SERVER,22,      19,    2399,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:02:24.230,   17.656,TCP  ,EXT_SERVER,22,10006_27,59874,      25,    3570,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:05:56.176,    8.703,TCP  ,18851_139,28725,EXT_SERVER,22,      12,    1953,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:05:56.176,    8.703,TCP  ,EXT_SERVER,22,18851_139,28725,      14,    3629,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:03:27.590,    9.883,TCP  ,10006_27,52921,EXT_SERVER,22,      17,    2267,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:03:27.590,    9.883,TCP  ,EXT_SERVER,22,10006_27,52921,      19,    3197,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:06:33.018,    9.826,TCP  ,10006_27,10634,EXT_SERVER,22,      15,    2157,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:06:33.018,    9.826,TCP  ,EXT_SERVER,22,10006_27,10634,      20,    3249,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:06:51.121,   13.835,TCP  ,18851_139,19128,EXT_SERVER,22,      15,    2157,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:06:51.121,   13.835,TCP  ,EXT_SERVER,22,18851_139,19128,      27,    5681,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:04:02.821,   21.742,TCP  ,18851_139,54563,EXT_SERVER,22,      18,    2539,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:04:02.821,   21.742,TCP  ,EXT_SERVER,22,18851_139,54563,      31,    6981,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:04:29.856,    9.817,TCP  ,10006_27,40444,EXT_SERVER,22,      17,    2267,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:04:29.856,    9.817,TCP  ,EXT_SERVER,22,10006_27,40444,      20,    3249,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:04:40.058,    0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60805,       7,     556,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:04:40.058,    0.057,TCP  ,OPENSTACK_NET,60805,EXT_SERVER,8000,       6,     515,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:04:40.058,    0.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60806,       7,     702,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:04:40.058,    0.068,TCP  ,OPENSTACK_NET,60806,EXT_SERVER,8000,       6,     586,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:04:40.558,    0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51179,       7,     702,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:04:40.558,    0.056,TCP  ,OPENSTACK_NET,51179,EXT_SERVER,8000,       6,     586,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:04:40.558,    0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51178,       7,     556,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:04:40.558,    0.052,TCP  ,OPENSTACK_NET,51178,EXT_SERVER,8000,       6,     515,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:36.167,    7.489,TCP  ,10006_27,63156,EXT_SERVER,22,      17,    2261,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:07:36.167,    7.489,TCP  ,EXT_SERVER,22,10006_27,63156,      20,    3249,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:07:46.463,   13.235,TCP  ,18851_139,15777,EXT_SERVER,22,      15,    1989,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:07:46.463,   13.235,TCP  ,EXT_SERVER,22,18851_139,15777,      21,    3481,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:05:32.103,    1.946,TCP  ,17626_160,37582,EXT_SERVER,22,      12,    1586,    1,  0xdb,  0,suspicious,---,---,---
2017-03-22 00:05:32.103,    1.946,TCP  ,EXT_SERVER,22,17626_160,37582,      12,    2545,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:05:30.674,    9.351,TCP  ,10006_27,21855,EXT_SERVER,22,      17,    2267,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:05:30.674,    9.351,TCP  ,EXT_SERVER,22,10006_27,21855,      19,    3185,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:08:41.430,   20.441,TCP  ,18851_139,11374,EXT_SERVER,22,       7,    1029,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:08:41.430,   20.441,TCP  ,EXT_SERVER,22,18851_139,11374,       8,    1481,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:06:40.058,    0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60839,       7,     561,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:06:40.058,    0.075,TCP  ,OPENSTACK_NET,60839,EXT_SERVER,8000,       6,     589,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:06:40.061,    0.088,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60840,       7,    1725,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:06:40.061,    0.088,TCP  ,OPENSTACK_NET,60840,EXT_SERVER,8000,       6,     579,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:06:40.597,    0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51212,       7,     561,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:06:40.597,    0.055,TCP  ,OPENSTACK_NET,51212,EXT_SERVER,8000,       6,     589,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:09:44.587,    0.000,TCP  ,19404_99,55210,EXT_SERVER,23,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:09:44.587,    0.000,TCP  ,EXT_SERVER,23,19404_99,55210,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:08:16.391,  100.026,TCP  ,10163_29,51359,EXT_SERVER,80,       6,     387,    1,  0xdb,  0,unknown,---,---,---
2017-03-22 00:08:16.391,  100.026,TCP  ,EXT_SERVER,80,10163_29,51359,       5,     779,    1,.APRSF,  0,unknown,---,---,---
2017-03-22 00:10:32.124,    0.000,TCP  ,19405_203,61617,EXT_SERVER,2323,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:10:32.124,    0.000,TCP  ,EXT_SERVER,2323,19405_203,61617,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:07:40.058,    0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60855,       7,     702,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:40.058,    0.073,TCP  ,OPENSTACK_NET,60855,EXT_SERVER,8000,       6,     586,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:40.058,    0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60856,       7,     556,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:40.058,    0.053,TCP  ,OPENSTACK_NET,60856,EXT_SERVER,8000,       6,     515,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:40.552,    0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51229,       7,     702,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:40.552,    0.059,TCP  ,OPENSTACK_NET,51229,EXT_SERVER,8000,       6,     586,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:40.558,    0.042,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51230,       7,     556,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:40.558,    0.042,TCP  ,OPENSTACK_NET,51230,EXT_SERVER,8000,       6,     515,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:41.870,    0.061,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60857,       7,     639,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:41.870,    0.061,TCP  ,OPENSTACK_NET,60857,EXT_SERVER,8000,       6,     614,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:42.256,    0.054,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51231,       7,     639,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:07:42.256,    0.054,TCP  ,OPENSTACK_NET,51231,EXT_SERVER,8000,       6,     614,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:11:03.780,    0.000,TCP  ,19406_220,48791,EXT_SERVER,23,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:11:03.780,    0.000,TCP  ,EXT_SERVER,23,19406_220,48791,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:11:11.879,    0.063,TCP  ,11061_13,44546,EXT_SERVER,5389,       2,      92,    1,...RS.,  0,suspicious,---,---,---
2017-03-22 00:11:11.879,    0.063,TCP  ,EXT_SERVER,5389,11061_13,44546,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:11:12.326,    0.000,TCP  ,13744_9,14170,EXT_SERVER,23,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:11:12.326,    0.000,TCP  ,EXT_SERVER,23,13744_9,14170,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:11:27.093,    8.101,TCP  ,18851_139,27476,EXT_SERVER,22,      12,    1733,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:11:27.093,    8.101,TCP  ,EXT_SERVER,22,18851_139,27476,      12,    2637,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:08:36.752,    8.577,TCP  ,10006_27,44639,EXT_SERVER,22,      15,    2163,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:08:36.752,    8.577,TCP  ,EXT_SERVER,22,10006_27,44639,      19,    3185,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:11:39.786,    9.196,TCP  ,10006_27,43051,EXT_SERVER,22,      15,    2157,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:11:39.786,    9.196,TCP  ,EXT_SERVER,22,10006_27,43051,      20,    3249,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:12:42.631,    0.000,TCP  ,EXT_SERVER,5358,19407_218,13733,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:12:42.631,    0.000,TCP  ,19407_218,13733,EXT_SERVER,5358,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:09:37.824,    9.512,TCP  ,10006_27,33006,EXT_SERVER,22,      17,    2279,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:09:37.824,    9.512,TCP  ,EXT_SERVER,22,10006_27,33006,      20,    4213,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:09:37.539,   20.817,TCP  ,18851_139,13543,EXT_SERVER,22,      20,    2875,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:09:37.539,   20.817,TCP  ,EXT_SERVER,22,18851_139,13543,      33,    5362,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:10:40.059,    0.078,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60906,       7,     702,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:10:40.059,    0.078,TCP  ,OPENSTACK_NET,60906,EXT_SERVER,8000,       6,     586,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:10:40.059,    0.062,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60907,       7,     556,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:10:40.059,    0.062,TCP  ,OPENSTACK_NET,60907,EXT_SERVER,8000,       6,     515,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:10:40.552,    0.060,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51283,       7,     702,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:10:40.552,    0.060,TCP  ,OPENSTACK_NET,51283,EXT_SERVER,8000,       6,     586,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:10:40.552,    0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51284,       7,     556,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:10:40.552,    0.059,TCP  ,OPENSTACK_NET,51284,EXT_SERVER,8000,       6,     515,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:10:33.164,   12.120,TCP  ,18851_139,52737,EXT_SERVER,22,      20,    2675,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:10:33.164,   12.120,TCP  ,EXT_SERVER,22,18851_139,52737,      23,    3509,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:13:18.233,   27.293,TCP  ,18851_139,56904,EXT_SERVER,22,      20,    2519,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:13:18.233,   27.293,TCP  ,EXT_SERVER,22,18851_139,56904,      30,    5922,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:10:38.818,   10.896,TCP  ,10006_27,11131,EXT_SERVER,22,      19,    2539,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:10:38.818,   10.896,TCP  ,EXT_SERVER,22,10006_27,11131,      22,    3433,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:14:17.148,   15.338,TCP  ,18851_139,52166,EXT_SERVER,22,       2,     106,    1,...RS.,  0,suspicious,---,---,---
2017-03-22 00:14:17.148,   15.338,TCP  ,EXT_SERVER,22,18851_139,52166,       5,     300,    1,.A..S.,  0,suspicious,---,---,---
2017-03-22 00:14:22.152,   15.328,TCP  ,18851_139,33799,EXT_SERVER,22,       4,     218,    1,.A.RS.,  0,suspicious,---,---,---
2017-03-22 00:14:22.152,   15.328,TCP  ,EXT_SERVER,22,18851_139,33799,       7,     519,    1,.AP.S.,  0,suspicious,---,---,---
2017-03-22 00:11:40.059,    0.080,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60924,       7,     561,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:11:40.059,    0.080,TCP  ,OPENSTACK_NET,60924,EXT_SERVER,8000,       6,     589,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:11:40.066,    0.094,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60925,       7,    1725,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:11:40.066,    0.094,TCP  ,OPENSTACK_NET,60925,EXT_SERVER,8000,       6,     579,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:11:40.599,    0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51301,       7,     561,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:11:40.599,    0.074,TCP  ,OPENSTACK_NET,51301,EXT_SERVER,8000,       6,     589,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:15:01.742,    0.000,TCP  ,19408_54,43224,EXT_SERVER,7547,       1,      46,    1,....S.,  0,suspicious,---,---,---
2017-03-22 00:15:01.742,    0.000,TCP  ,EXT_SERVER,7547,19408_54,43224,       1,      40,    1,.A.R..,  0,suspicious,---,---,---
2017-03-22 00:12:20.427,   15.613,TCP  ,18851_139,20375,EXT_SERVER,22,      17,    2363,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:12:20.427,   15.613,TCP  ,EXT_SERVER,22,18851_139,20375,      27,    6590,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:15:20.911,   24.573,TCP  ,18851_139,28951,EXT_SERVER,22,      17,    2281,    1,.APRSF,  0,suspicious,---,---,---
2017-03-22 00:15:20.911,   24.573,TCP  ,EXT_SERVER,22,18851_139,28951,      29,    4726,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:12:41.228,    8.722,TCP  ,10006_27,28316,EXT_SERVER,22,      15,    2163,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:12:41.228,    8.722,TCP  ,EXT_SERVER,22,10006_27,28316,      19,    3185,    1,.AP.SF,  0,suspicious,---,---,---
2017-03-22 00:13:15.532,    0.000,UDP  ,19409_210,1092,EXT_SERVER,137,       1,      78,    1,......,  0,suspicious,---,---,---
2017-03-22 00:13:15.533,    0.000,ICMP ,EXT_SERVER,0,19409_210,3.3,       1,     106,    1,......,  0,suspicious,---,---,---
2017-03-22 00:13:40.059,    0.080,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60959,       7,     702,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:40.059,    0.080,TCP  ,OPENSTACK_NET,60959,EXT_SERVER,8000,       6,     586,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:40.059,    0.061,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60958,       7,     556,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:40.059,    0.061,TCP  ,OPENSTACK_NET,60958,EXT_SERVER,8000,       6,     515,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:40.554,    0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51333,       7,     702,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:40.554,    0.074,TCP  ,OPENSTACK_NET,51333,EXT_SERVER,8000,       6,     586,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:40.554,    0.048,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51332,       7,     556,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:40.554,    0.048,TCP  ,OPENSTACK_NET,51332,EXT_SERVER,8000,       6,     515,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:41.418,    0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,60960,       7,     639,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:41.418,    0.057,TCP  ,OPENSTACK_NET,60960,EXT_SERVER,8000,       6,     614,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:42.512,    0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51336,       7,     639,    1,.AP.SF,  0,normal,---,---,---
2017-03-22 00:13:42.512,    0.053,TCP  ,OPENSTACK_NET,51336,EXT_SERVER,8000,       6,     614,    1,.AP.SF,  0,normal,---,---,---
